timestamp,id_site,long,lat,v1,v2,ok,id_site,Rx,Hmax,Thmax,H1/3,Th1/3,Hmoy,Tmoy,Cambrure,Nb_Vagues
2012-01-01 00:30:00,8,43°22.300' N,003°46.802' E,49,67,t,1,100.0000000000,1.4900000000,5.1700000000,0.8600000000,4.5700000000,0.5400000000,3.8000000000,5.7000000000,315
2012-01-01 01:29:58,8,43°22.301' N,003°46.803' E,52,67,t,1,100.0000000000,1.9500000000,5.6600000000,1.1500000000,4.8600000000,0.7500000000,4.2300000000,6.1000000000,282
