date;"puechabon_air_temperature_average (°C)";"puechabon_soil_temperature (°C)"
	2000-01-01 00:00:00	;5.80917796733871;6.00034602747909
	2000-02-01 00:00:00	;8.82246575151724;8.1037338761175
	2000-03-01 00:00:00	;9.32985089645161;9.25290822879331
	2000-04-01 00:00:00	;11.35358522665;10.3821242283951
	2000-05-01 00:00:00	;16.116059477371;14.744708781362
	2000-06-01 00:00:00	;18.4930672718333;17.4088989197531
	2000-07-01 00:00:00	;19.1110210843065;18.1390875149343
	2000-08-01 00:00:00	;21.2402317280645;19.8672125149343
	2000-09-01 00:00:00	;17.31458382285;17.7521095679012
	2000-10-01 00:00:00	;13.3206162331129;14.3026724910394
	2000-11-01 00:00:00	;9.17204816118333;10.6562697901146
	2000-12-01 00:00:00	;8.5966417253871;9.36160985448695
	2001-01-01 00:00:00	;7.24674867659677;7.08481474014337
	2001-02-01 00:00:00	;7.92136116196428;7.44329501488095
	2001-03-01 00:00:00	;10.5364673527097;9.88626612903226
	2001-04-01 00:00:00	;10.9869253384167;11.032048485986
	2001-05-01 00:00:00	;15.8416262332742;14.6999775985663
	2001-06-01 00:00:00	;18.5122147156;18.0989583333333
	2001-07-01 00:00:00	;20.9978423953548;20.2974369113112
	2001-08-01 00:00:00	;21.3936840498226;21.2274686379928
	2001-09-01 00:00:00	;16.0946266635333;17.6308171296296
	2001-10-01 00:00:00	;15.4903862373065;15.988810483871
	2001-11-01 00:00:00	;8.1789196675;10.1080009259259
	2001-12-01 00:00:00	;4.41367601364516;6.30748028673835
	2002-01-01 00:00:00	;5.79946168014516;6.28263261648746
	2002-02-01 00:00:00	;8.79635643308928;8.29487251984127
	2002-03-01 00:00:00	;10.0314389538065;9.82794220430108
	2002-04-01 00:00:00	;11.9233097302333;11.9203310185185
	2002-05-01 00:00:00	;14.4972829861935;13.9376187275986
	2002-06-01 00:00:00	;18.9340200555167;17.8627893518519
	2002-07-01 00:00:00	;20.5287811523065;20.2630085125448
	2002-08-01 00:00:00	;20.0305723536774;20.1470116487455
	2002-09-01 00:00:00	;16.0660250122833;17.3121527777778
	2002-10-01 00:00:00	;10.8786747751774;14.5436783154122
	2002-11-01 00:00:00	;9.0210982314;11.8645902777778
	2002-12-01 00:00:00	;6.38722483198387;8.20207347670251
	2003-01-01 00:00:00	;4.06078659612903;5.70055801971326
	2003-02-01 00:00:00	;3.89440226303571;4.87899875992063
	2003-03-01 00:00:00	;9.05063423887097;8.31247558243728
	2003-04-01 00:00:00	;11.1976367541667;10.4972909722222
	2003-05-01 00:00:00	;16.6496579783871;14.7689919354839
	2003-06-01 00:00:00	;23.6137850700867;20.4605632716049
	2003-07-01 00:00:00	;24.50974988;22.1345452508961
	2003-08-01 00:00:00	;26.6990751345161;23.5135663082437
	2003-09-01 00:00:00	;17.9421141186667;18.2695092592593
	2003-10-01 00:00:00	;12.1011906543548;13.9049843189964
	2003-11-01 00:00:00	;9.47427782733334;10.6136412037037
	2003-12-01 00:00:00	;6.30950875387097;7.88205241935484
	2004-01-01 00:00:00	;5.53084970564516;6.469125
	2004-02-01 00:00:00	;5.19671948982759;6.34513505747126
	2004-03-01 00:00:00	;7.58236808951613;7.41757235663082
	2004-04-01 00:00:00	;10.8095152661667;10.4054490740741
	2004-05-01 00:00:00	;14.4466754266129;13.2430981182796
	2004-06-01 00:00:00	;20.6056532241667;17.9227824074074
	2004-07-01 00:00:00	;22.2796369462903;20.3885327060932
	2004-08-01 00:00:00	;21.390233801129;20.2833400537634
	2004-09-01 00:00:00	;18.4274046926667;17.9967824074074
	2004-10-01 00:00:00	;14.6288472670968;15.6114538530466
	2004-11-01 00:00:00	;8.29790823516666;10.2208125
	2004-12-01 00:00:00	;6.18900117951613;7.58135785631457
	2005-01-01 00:00:00	;5.28447024032258;6.57668010752688
	2005-02-01 00:00:00	;3.52056286071429;4.93487251984127
	2005-03-01 00:00:00	;7.43379573064516;6.88471908602151
	2005-04-01 00:00:00	;11.5497731333333;10.6963240740741
	2005-05-01 00:00:00	;16.527279016129;14.8549507168459
	2005-06-01 00:00:00	;21.8086012166667;19.2241066919192
	2005-07-01 00:00:00	;22.9188668548387;21.4635707885305
	2005-08-01 00:00:00	;21.8278082903226;20.7751792114695
	2005-09-01 00:00:00	;18.62542905;18.1993148148148
	2005-10-01 00:00:00	;14.7996764677419;15.6108019713262
	2005-11-01 00:00:00	;7.92453175833333;10.5500583333333
	2005-12-01 00:00:00	;2.84808660322581;5.28901276881721
	2006-01-01 00:00:00	;4.16789661935484;4.69350380824373
	2006-02-01 00:00:00	;4.75692851071429;4.91689558531746
	2006-03-01 00:00:00	;8.28894261774193;7.55206384408602
	2006-04-01 00:00:00	;12.9987376933333;11.9691481481481
	2006-05-01 00:00:00	;16.3209927096774;15.1020990143369
	2006-06-01 00:00:00	;21.1216699833333;18.6680462962963
	2006-07-01 00:00:00	;26.3981207096774;23.0412343189964
	2006-08-01 00:00:00	;21.0620528548387;20.7068167562724
	2006-09-01 00:00:00	;19.5413361166667;18.7140787037037
	2006-10-01 00:00:00	;16.0194219354839;15.9671012544803
	2006-11-01 00:00:00	;11.6527514416667;12.6445092592593
	2006-12-01 00:00:00	;6.54834128709677;8.11245161290323
	2007-01-01 00:00:00	;7.61070480806452;8.12572827060932
	2007-02-01 00:00:00	;7.99131709464286;7.61043303571429
	2007-03-01 00:00:00	;9.62514120483871;9.64963844086022
	2007-04-01 00:00:00	;14.9102225433333;13.033
	2007-05-01 00:00:00	;16.4767797741936;15.3103853046595
	2007-06-01 00:00:00	;19.6735387166667;17.8083449074074
	2007-07-01 00:00:00	;21.6232353064516;19.6985528673835
	2007-08-01 00:00:00	;21.5217028548387;20.0087163978495
	2007-09-01 00:00:00	;18.0881532166667;18.1196967592593
	2007-10-01 00:00:00	;13.6301584887097;14.0146348566308
	2007-11-01 00:00:00	;8.33182466;9.44388912037037
	2007-12-01 00:00:00	;5.95388881129032;6.91090793010753
	2008-01-01 00:00:00	;7.37538917580645;7.23081989247312
	2008-02-01 00:00:00	;7.6053721137931;7.09469085249042
	2008-03-01 00:00:00	;8.84403751612903;8.65439628136201
	2008-04-01 00:00:00	;11.6252171733333;10.6992731481481
	2008-05-01 00:00:00	;15.7619397903226;14.2866375448029
	2008-06-01 00:00:00	;20.2560837;17.8689861111111
	2008-07-01 00:00:00	;22.4489193064516;20.748252688172
	2008-08-01 00:00:00	;22.6581522741935;20.8567338709677
	2008-09-01 00:00:00	;17.6849943166667;17.294375
	2008-10-01 00:00:00	;13.8607078145161;14.2240356182796
	2008-11-01 00:00:00	;8.78774830333333;9.67294027777778
	2008-12-01 00:00:00	;4.91246888548387;5.62950380824373
	2009-01-01 00:00:00	;4.32688204032258;4.59910304659498
	2009-02-01 00:00:00	;6.19124942142857;5.69418551587302
	2009-03-01 00:00:00	;9.91232817419355;8.66015524193549
	2009-04-01 00:00:00	;12.2515075633333;11.2147106481481
	2009-05-01 00:00:00	;17.4224392580645;15.5142921146953
	2009-06-01 00:00:00	;21.1774527166667;18.5857297584175
	2009-07-01 00:00:00	;21.8927330714286;21.1102618442489
	2009-08-01 00:00:00	;24.3314328057143;21.9599217607106
	2009-09-01 00:00:00	;19.6741348833333;18.5083554292929
	2009-10-01 00:00:00	;14.9336506532258;14.8630533154122
	2009-11-01 00:00:00	;10.9126521133333;11.7712384259259
	2009-12-01 00:00:00	;5.24646532903226;7.41709184587814
	2010-01-01 00:00:00	;2.78612152419355;4.43386603942652
	2010-02-01 00:00:00	;4.9222484875;4.91408630952381
	2010-03-01 00:00:00	;7.76640413225806;7.10891106630824
	2010-04-01 00:00:00	;12.9985291783333;11.2414136574074
	2010-05-01 00:00:00	;15.0539113870968;13.7425515232975
	2010-06-01 00:00:00	;19.4238449833333;17.3566643518519
	2010-07-01 00:00:00	;24.4945426142857;21.8112345679012
	2010-08-01 00:00:00	;23.1470279714286;21.5703987455197
	2010-09-01 00:00:00	;17.7190184166667;17.6728958333333
	2010-10-01 00:00:00	;12.7854759;13.2790918458781
	2010-11-01 00:00:00	;8.95;9.9771337962963
	2010-12-01 00:00:00	;4.37776168870968;5.47377393078525
	2011-01-01 00:00:00	;5.09513184354839;5.47358833292603
	2011-02-01 00:00:00	;7.75418313214286;6.64167063492063
	2011-03-01 00:00:00	;9.06471317096774;8.48848051075269
	2011-04-01 00:00:00	;14.759241115;13.0692916666667
	2011-05-01 00:00:00	;17.85;16.0013284050179
	2011-06-01 00:00:00	;19.4266643166667;17.736787037037
	2011-07-01 00:00:00	;21.1953747142857;19.844605734767
	2011-08-01 00:00:00	;22.5872305714286;20.5735797491039
	2011-09-01 00:00:00	;20.8;19.1418611111111
	2011-10-01 00:00:00	;15.8857527419355;15.8236021505376
	2011-11-01 00:00:00	;10.782457;12.7031172839506
	2011-12-01 00:00:00	;8.28005794193549;8.28612805555556
	2012-01-01 00:00:00	;6.88109864497667;7.82410935633214
